student_id,student_first_name,student_last_name,student_email,student_major,student_status,student_gpa,student_enrollment_date,department_name,department_id,total_tuition_paid,total_tuition_due,outstanding_balance,total_payments_count,completed_payments_count,pending_payments_count,failed_payments_count,last_payment_date,last_payment_amount,last_payment_method,credit_card_payments_total,bank_transfer_total,check_payments_total,financial_aid_total,total_scholarships_received,scholarship_count,merit_scholarships_total,need_based_scholarships_total,athletic_scholarships_total,departmental_scholarships_total,largest_scholarship_amount,latest_scholarship_date,net_tuition_after_scholarships,scholarship_coverage_rate_pct,payment_success_rate_pct,avg_payment_amount,fall_2024_tuition,fall_2024_scholarships,spring_2024_tuition,spring_2024_scholarships,fall_2023_tuition,fall_2023_scholarships,has_outstanding_balance,is_scholarship_recipient,is_payment_plan_active,is_financial_aid_recipient
3091,Ashley,Randolph,reesealex@example.net,Economics,Active,2.2,2023-02-15,Economics,9,12866.3,13247.82,381.52,3,2,1,0,2025-02-07,9668.15,Bank Transfer,7225.38,4344.25,1673.6,2857.96,2049.41,2,1076.09,452.19,418.19,305.64,1406.48,2025-09-11,10816.89,15.93,66.67,6433.15,3216.57,512.35,3216.57,512.35,3216.57,512.35,True,True,True,False
3092,Cynthia,Nielsen,travis28@example.net,English,Active,3.7,2024-09-09,English,6,26734.56,31382.260000000002,4647.7,9,8,1,0,2025-01-19,8424.92,Bank Transfer,12820.05,9110.62,2083.89,6469.27,17023.67,1,10744.69,7532.51,890.17,2573.39,9151.15,2025-03-22,9710.890000000003,63.68,88.89,3341.82,6683.64,4255.92,6683.64,4255.92,6683.64,4255.92,True,True,True,True
3093,Eric,Johnson,rdurham@example.net,Economics,Active,2.7,2024-11-08,Economics,9,56412.18,57598.65,1186.47,14,12,1,1,2025-06-01,6492.46,Check,26045.01,18224.65,4395.86,10011.3,15422.3,3,9707.06,6485.87,4591.06,2827.13,13984.27,2025-12-23,40989.880000000005,27.34,85.71,4701.02,14103.05,3855.57,14103.05,3855.57,14103.05,3855.57,True,True,True,True
3094,David,Trujillo,jcrosby@example.net,Computer Science,On Leave,2.65,2024-01-06,Computer Science,1,33173.62,35949.26,2775.64,13,12,0,1,2025-11-27,1967.09,Credit Card,16391.84,10493.95,3005.56,6135.55,5398.82,0,2814.05,2564.67,1563.46,580.26,3281.67,2025-10-06,27774.800000000003,16.27,92.31,2764.47,8293.41,1349.7,8293.41,1349.7,8293.41,1349.7,True,True,False,True
3095,Jacob,Love,riverawendy@example.net,Engineering,Graduated,2.42,2023-03-23,Engineering,11,38817.59,40010.89,1193.3,12,9,2,1,2025-06-10,7533.49,Bank Transfer,19932.78,11462.22,4986.29,5627.45,21910.18,0,8907.74,7268.1,2521.07,5190.17,11809.82,2025-07-25,16907.409999999996,56.44,75.0,4313.07,9704.4,5477.55,9704.4,5477.55,9704.4,5477.55,True,True,True,True
3096,Robin,Gould,ysmith@example.org,Economics,Active,3.48,2025-10-05,Economics,9,32674.87,36600.01,3925.14,2,1,0,1,2025-04-18,5743.56,Check,10226.97,6623.25,3179.03,6645.7,8967.41,1,6192.76,3058.15,33.26,2270.45,5357.05,2025-08-18,23707.46,27.44,50.0,32674.87,8168.72,2241.85,8168.72,2241.85,8168.72,2241.85,True,True,False,True
3097,Lacey,Decker,alexander54@example.com,English,Active,3.71,2022-02-26,English,6,43519.93,47978.93,4459.0,3,1,2,0,2025-03-06,3747.95,Credit Card,23987.97,14000.69,3353.08,7543.58,21041.09,1,10685.73,5332.94,5084.44,4875.93,20244.43,2025-07-19,22478.84,48.35,33.33,43519.93,10879.98,5260.27,10879.98,5260.27,10879.98,5260.27,True,True,True,True
3098,Raymond,Petty,bobby90@example.com,History,Active,3.48,2025-11-10,History,7,50030.9,51857.61,1826.71,4,1,2,1,2025-10-30,9579.21,Credit Card,29386.09,19804.21,4808.39,10511.57,21905.94,1,10872.36,8547.03,5145.54,2993.41,18322.93,2025-05-16,28124.960000000003,43.78,25.0,50030.9,12507.73,5476.48,12507.73,5476.48,12507.73,5476.48,True,True,True,True
3099,Teresa,Silva,ryan43@example.org,Psychology,Active,2.2,2024-07-31,Psychology,8,47394.03,49421.63,2027.6,16,15,0,1,2025-11-05,3329.85,Financial Aid,23664.0,9897.41,6273.4,8394.7,8690.13,1,4345.03,2684.81,2298.07,2604.9,4460.82,2025-06-15,38703.9,18.34,93.75,3159.6,11848.51,2172.53,11848.51,2172.53,11848.51,2172.53,True,True,False,True
3100,Courtney,Gomez,jeffreyhansen@example.net,Mathematics,On Leave,2.63,2023-08-07,Mathematics,2,44554.42,45563.97,1009.55,11,8,2,1,2025-01-26,7895.31,Check,20909.78,10142.13,5506.75,10527.19,13033.07,0,5261.07,4594.36,2739.81,1922.55,10647.34,2025-05-05,31521.35,29.25,72.73,5569.3,11138.6,3258.27,11138.6,3258.27,11138.6,3258.27,True,True,True,True
3101,Jessica,James,nterry@example.net,Mathematics,On Leave,2.4,2024-01-31,Mathematics,2,45422.56,46998.45,1575.89,9,8,1,0,2025-09-04,4159.48,Bank Transfer,26435.71,15481.05,2704.03,5683.67,4904.07,0,3153.35,1098.69,803.86,674.98,4283.94,2025-12-09,40518.49,10.8,88.89,5677.82,11355.64,1226.02,11355.64,1226.02,11355.64,1226.02,True,True,True,False
3102,Pedro,Haley,iholland@example.net,Economics,Active,2.67,2022-05-04,Economics,9,28584.33,32998.86,4414.53,7,5,2,0,2025-08-07,5616.77,Credit Card,9363.97,8202.03,2705.41,5430.6,1268.56,3,738.45,516.89,136.01,297.53,809.16,2025-10-03,27315.77,4.44,71.43,5716.87,7146.08,317.14,7146.08,317.14,7146.08,317.14,True,True,True,False
3103,Connor,Acosta,angelasmith@example.com,Engineering,Active,2.65,2022-05-24,Engineering,11,42954.37,43282.76,328.39,12,12,0,0,2025-09-25,8697.87,Credit Card,17673.23,14979.75,4344.75,8194.82,18005.42,2,7636.55,4498.59,2777.26,2458.54,9401.7,2026-01-07,24948.950000000004,41.92,100.0,3579.53,10738.59,4501.35,10738.59,4501.35,10738.59,4501.35,True,True,False,True
3104,Elizabeth,West,molinachristina@example.org,Psychology,On Leave,3.82,2024-05-25,Psychology,8,53922.44,54132.170000000006,209.73,11,10,0,1,2025-10-22,5469.55,Credit Card,16549.68,15681.87,5866.4,12990.25,2619.78,2,1208.62,1266.52,275.53,761.05,2579.99,2025-02-17,51302.66,4.86,90.91,5392.24,13480.61,654.95,13480.61,654.95,13480.61,654.95,True,True,False,False
3105,David,Le,melody89@example.com,Psychology,Active,3.51,2022-11-14,Psychology,8,20421.64,24903.67,4482.03,15,13,2,0,2025-11-01,4169.73,Bank Transfer,10643.35,6015.81,2598.55,2762.59,701.16,3,385.05,190.39,12.02,129.67,631.18,2025-08-21,19720.48,3.43,86.67,1570.9,5105.41,175.29,5105.41,175.29,5105.41,175.29,True,True,True,False
3106,Stephanie,Hudson,charles14@example.com,Physics,Active,3.39,2024-04-13,Physics,3,24876.01,25443.16,567.15,7,4,2,1,2025-02-28,6817.65,Check,14791.08,7035.13,2373.32,3564.16,3274.58,0,1980.1,1232.3,808.42,515.27,2713.36,2025-09-05,21601.43,13.16,57.14,6219.0,6219.0,818.64,6219.0,818.64,6219.0,818.64,True,True,True,False
3107,Susan,Hall,panderson@example.net,Physics,Active,3.83,2024-12-19,Physics,3,36044.28,38991.39,2947.11,14,12,2,0,2025-03-17,4468.95,Credit Card,17650.39,9269.72,3827.72,4957.43,1585.48,3,938.93,530.72,182.17,297.3,1381.93,2025-03-13,34458.799999999996,4.4,85.71,3003.69,9011.07,396.37,9011.07,396.37,9011.07,396.37,True,True,True,False
3108,Jill,Wells,wilkinsmark@example.org,Engineering,Active,3.43,2022-05-31,Engineering,11,16569.29,18390.47,1821.18,15,14,0,1,2025-10-19,7282.44,Check,7271.45,5765.11,977.66,2774.65,2390.35,3,1600.08,675.26,475.25,454.67,2160.53,2025-03-20,14178.94,14.43,93.33,1183.52,4142.32,597.59,4142.32,597.59,4142.32,597.59,True,True,False,False
3109,Trevor,Morton,michelle86@example.net,Engineering,On Leave,3.84,2024-12-17,Engineering,11,18994.87,19315.059999999998,320.19,16,15,1,0,2025-05-03,7910.77,Financial Aid,6685.85,7282.01,1200.95,2537.73,2109.27,3,1336.17,1051.03,171.06,269.71,1382.26,2025-12-31,16885.6,11.1,93.75,1266.32,4748.72,527.32,4748.72,527.32,4748.72,527.32,True,True,True,False
3110,Mary,Rivera,brittanyjackson@example.net,Physics,Active,3.14,2025-02-14,Physics,3,52599.67,53910.909999999996,1311.24,12,10,2,0,2025-10-03,6687.44,Check,18423.89,10761.61,4108.52,11353.36,2080.39,1,1205.98,486.02,574.4,526.14,1288.51,2025-06-23,50519.28,3.96,83.33,5259.97,13149.92,520.1,13149.92,520.1,13149.92,520.1,True,True,True,False
3111,Jacob,Blackwell,jennifersantana@example.org,English,Graduated,3.65,2024-03-07,English,6,43835.06,48705.31,4870.25,15,13,1,1,2025-03-24,2857.95,Check,23246.07,11888.36,5841.42,9167.21,3559.7,1,2345.48,1262.37,510.38,396.5,2603.99,2025-02-09,40275.36,8.12,86.67,3371.93,10958.76,889.92,10958.76,889.92,10958.76,889.92,True,True,True,False
3112,Nathaniel,Williams,ronald46@example.com,Psychology,On Leave,2.05,2022-08-29,Psychology,8,55481.93,55646.08,164.15,7,7,0,0,2025-01-15,1152.91,Bank Transfer,24897.49,19533.62,3316.31,10335.46,1368.65,2,657.45,552.29,141.05,296.97,1291.04,2025-11-18,54113.28,2.47,100.0,7925.99,13870.48,342.16,13870.48,342.16,13870.48,342.16,True,True,False,False
3113,Wayne,Bishop,zramirez@example.net,Biology,On Leave,3.75,2024-08-06,Biology,5,21039.38,21276.210000000003,236.83,17,14,2,1,2025-12-20,4652.55,Bank Transfer,11482.79,6439.43,1992.16,2446.37,65.62,0,45.33,16.52,14.68,18.98,33.03,2025-04-06,20973.760000000002,0.31,82.35,1502.81,5259.85,16.41,5259.85,16.41,5259.85,16.41,True,True,True,False
3114,Jessica,Andrews,fcook@example.org,Engineering,Active,2.02,2025-12-08,Engineering,11,47280.07,49297.21,2017.14,16,15,1,0,2025-02-08,3618.93,Bank Transfer,15738.34,13856.3,5117.28,7485.69,15959.87,3,9387.29,7499.33,657.22,2791.34,12617.29,2025-04-09,31320.199999999997,33.76,93.75,3152.0,11820.02,3989.97,11820.02,3989.97,11820.02,3989.97,True,True,True,True
3115,Sharon,Morris,gabriela59@example.net,English,Graduated,3.68,2022-11-05,English,6,28354.97,31167.11,2812.14,13,12,0,1,2025-09-18,2993.87,Credit Card,9998.99,7675.16,1564.37,7001.22,1696.32,3,685.56,804.47,47.77,318.86,1199.72,2025-08-08,26658.65,5.98,92.31,2362.91,7088.74,424.08,7088.74,424.08,7088.74,424.08,True,True,False,False
3116,Cindy,Hill,fsanford@example.net,Physics,Graduated,2.38,2024-01-20,Physics,3,21410.36,22050.2,639.84,3,2,0,1,2025-01-28,9388.59,Check,7920.05,5536.7,2359.76,3672.75,9730.62,1,4929.16,3931.2,692.35,1945.87,9492.47,2026-01-04,11679.74,45.45,66.67,10705.18,5352.59,2432.66,5352.59,2432.66,5352.59,2432.66,True,True,False,True
3117,Tara,Cruz,roymorris@example.org,Mathematics,Active,3.25,2024-08-02,Mathematics,2,9346.86,13577.95,4231.09,13,13,0,0,2025-06-17,9471.3,Check,5096.76,2953.18,1305.24,1266.18,18423.2,1,12049.32,8794.84,4671.98,4898.08,16932.24,2025-03-15,-9076.34,197.11,100.0,718.99,2336.72,4605.8,2336.72,4605.8,2336.72,4605.8,True,True,False,True
3118,Kristy,Montgomery,oscott@example.com,Psychology,Active,3.41,2024-08-25,Psychology,8,22865.35,27573.989999999998,4708.64,10,7,2,1,2025-06-20,1749.44,Credit Card,9674.83,8001.48,2921.36,4794.21,2798.47,0,1939.09,598.67,798.23,656.02,2049.57,2025-12-30,20066.879999999997,12.24,70.0,3266.48,5716.34,699.62,5716.34,699.62,5716.34,699.62,True,True,True,False
3119,Lucas,Saunders,hcollins@example.net,Economics,Active,2.73,2023-06-19,Economics,9,5506.16,9103.08,3596.92,12,11,1,0,2025-06-24,2601.83,Financial Aid,1692.12,1360.76,387.89,1007.01,4763.81,1,2557.92,1211.84,922.13,552.71,3890.67,2025-04-04,742.3499999999995,86.52,91.67,500.56,1376.54,1190.95,1376.54,1190.95,1376.54,1190.95,True,True,True,False
3120,Ronald,Mcconnell,mcintyrebrendan@example.org,History,Active,2.71,2024-02-28,History,7,10398.59,11780.03,1381.44,15,12,2,1,2025-10-01,7831.25,Credit Card,3579.73,2795.36,764.44,1949.57,18901.72,2,8232.56,5671.55,2791.59,4591.7,15245.08,2025-10-04,-8503.130000000001,181.77,80.0,866.55,2599.65,4725.43,2599.65,4725.43,2599.65,4725.43,True,True,True,True
3121,Isaiah,Conley,cmueller@example.org,Biology,Active,3.59,2024-01-22,Biology,5,37309.91,41501.380000000005,4191.47,10,8,2,0,2025-09-04,5529.53,Credit Card,21926.72,12865.05,2052.72,8098.87,24486.61,0,15598.33,6630.23,942.5,6341.71,20703.93,2025-07-08,12823.300000000003,65.63,80.0,4663.74,9327.48,6121.65,9327.48,6121.65,9327.48,6121.65,True,True,True,True
3122,Thomas,Fowler,sandrathomas@example.net,History,Active,3.42,2023-05-09,History,7,53575.56,54812.22,1236.66,16,14,1,1,2025-08-09,2706.33,Bank Transfer,31385.5,13130.11,3389.03,9562.52,5293.43,3,2173.26,2417.43,728.66,1092.44,2761.5,2025-11-24,48282.13,9.88,87.5,3826.83,13393.89,1323.36,13393.89,1323.36,13393.89,1323.36,True,True,True,True
3123,Julie,Torres,timothyortiz@example.org,Physics,On Leave,2.46,2024-03-17,Physics,3,43437.56,45796.77,2359.21,5,4,0,1,2025-10-02,7244.91,Credit Card,15400.76,14017.85,3018.81,6585.23,21192.59,2,12516.17,9319.67,1893.77,5067.64,14202.42,2025-10-31,22244.969999999998,48.79,80.0,10859.39,10859.39,5298.15,10859.39,5298.15,10859.39,5298.15,True,True,False,True
3124,Jonathan,Pena,friedmanlinda@example.net,History,Active,3.64,2024-02-14,History,7,46903.85,51206.36,4302.51,9,8,1,0,2025-05-27,5175.15,Credit Card,18120.7,13036.52,6395.42,11470.59,5220.94,1,3294.09,1370.27,1190.36,693.2,3810.76,2025-05-31,41682.909999999996,11.13,88.89,5862.98,11725.96,1305.23,11725.96,1305.23,11725.96,1305.23,True,True,True,True
3125,Laura,Gonzalez,angela15@example.org,Physics,Graduated,3.67,2023-02-21,Physics,3,49531.43,53896.7,4365.27,10,7,2,1,2025-04-14,4199.39,Bank Transfer,23940.88,12257.52,3219.73,9147.22,5874.77,2,2992.12,2368.16,1453.49,864.32,3324.65,2025-05-31,43656.66,11.86,70.0,7075.92,12382.86,1468.69,12382.86,1468.69,12382.86,1468.69,True,True,True,True
3126,Laura,Rose,fhatfield@example.org,English,Active,3.18,2023-01-04,English,6,27916.47,29065.9,1149.43,15,13,1,1,2025-09-19,6549.61,Credit Card,15156.48,7638.93,2144.57,5177.79,11659.29,2,5861.71,3724.83,342.34,2782.0,6683.51,2025-11-20,16257.18,41.76,86.67,2147.42,6979.12,2914.82,6979.12,2914.82,6979.12,2914.82,True,True,True,True
3127,Joseph,Gilmore,john26@example.org,History,Active,2.9,2023-05-07,History,7,53209.25,53259.58,50.33,17,15,1,1,2025-10-24,9651.39,Financial Aid,24591.61,16953.84,5593.16,5980.67,9023.84,1,4997.26,3362.97,166.51,1812.1,7221.62,2025-04-29,44185.41,16.96,88.24,3547.28,13302.31,2255.96,13302.31,2255.96,13302.31,2255.96,True,True,True,True
3128,Melissa,Velazquez,ischultz@example.com,English,Active,3.74,2023-10-17,English,6,25371.57,28874.489999999998,3502.92,8,5,2,1,2025-11-27,5672.65,Bank Transfer,15109.7,8137.23,3518.18,4317.28,6658.18,3,2757.5,1809.69,3.89,1768.34,4895.54,2025-05-23,18713.39,26.24,62.5,5074.31,6342.89,1664.55,6342.89,1664.55,6342.89,1664.55,True,True,True,True
3129,Kara,Foster,claire11@example.net,Economics,Active,2.13,2024-07-23,Economics,9,14571.95,17599.79,3027.84,6,4,1,1,2025-05-14,7298.29,Credit Card,6435.82,4088.66,1081.64,2272.92,12715.04,0,8409.64,2712.1,2378.72,3691.34,11308.22,2025-12-31,1856.9099999999999,87.26,66.67,3642.99,3642.99,3178.76,3642.99,3178.76,3642.99,3178.76,True,True,True,True
3130,Lori,Bailey,rrodgers@example.org,Psychology,Active,3.89,2024-11-19,Psychology,8,13485.12,18179.86,4694.74,6,4,1,1,2025-08-23,8517.23,Bank Transfer,7009.73,3764.65,1969.6,2734.9,9062.07,3,6087.68,2086.61,1622.64,2062.93,7653.4,2026-01-07,4423.050000000001,67.2,66.67,3371.28,3371.28,2265.52,3371.28,2265.52,3371.28,2265.52,True,True,True,True
3131,Brad,Zavala,tara38@example.org,Physics,Active,2.98,2023-07-02,Physics,3,56020.6,60380.57,4359.97,6,5,0,1,2025-11-09,3146.49,Financial Aid,19238.64,19039.23,3908.21,10752.96,5587.54,2,2374.51,1519.18,1448.07,1572.77,5392.26,2025-07-06,50433.06,9.97,83.33,11204.12,14005.15,1396.88,14005.15,1396.88,14005.15,1396.88,True,True,False,True
3132,Shawn,Baxter,christophermoore@example.org,Biology,Graduated,3.32,2024-09-26,Biology,5,5200.7,9185.17,3984.47,11,8,2,1,2025-06-06,1748.8,Credit Card,2328.75,1397.57,501.31,748.74,18174.24,3,7619.63,5621.01,2277.75,4730.76,11558.55,2025-06-06,-12973.54,349.46,72.73,650.09,1300.17,4543.56,1300.17,4543.56,1300.17,4543.56,True,True,True,True
3133,Catherine,Sanders,keith60@example.com,Psychology,Graduated,2.66,2022-11-29,Psychology,8,30715.75,35584.9,4869.15,11,11,0,0,2025-03-24,9274.26,Bank Transfer,17119.63,6378.71,2828.38,7571.15,13198.75,3,6850.52,3636.46,3578.0,2838.88,7364.28,2025-10-17,17517.0,42.97,100.0,2792.34,7678.94,3299.69,7678.94,3299.69,7678.94,3299.69,True,True,False,True
3134,Andrew,Castillo,christopher99@example.org,Engineering,Graduated,3.53,2025-02-23,Engineering,11,25226.38,29675.760000000002,4449.38,6,4,1,1,2025-09-25,7114.38,Credit Card,8541.36,8271.71,2596.69,4998.74,14916.39,0,7894.28,5360.1,865.12,2199.77,14234.81,2025-01-24,10309.990000000002,59.13,66.67,6306.6,6306.6,3729.1,6306.6,3729.1,6306.6,3729.1,True,True,True,True
3135,Timothy,Wood,ashleywatts@example.com,Computer Science,On Leave,3.94,2022-04-20,Computer Science,1,31439.7,31548.06,108.36,11,9,2,0,2025-11-03,3807.57,Credit Card,12693.19,7673.29,3272.82,3161.05,2532.14,2,1135.55,508.92,342.85,698.37,1683.93,2025-06-03,28907.56,8.05,81.82,3493.3,7859.93,633.03,7859.93,633.03,7859.93,633.03,True,True,True,False
3136,Kimberly,Morgan,jordanjoshua@example.net,Physics,Graduated,2.24,2023-04-09,Physics,3,15103.59,20038.52,4934.93,15,14,0,1,2025-07-09,2500.21,Bank Transfer,7591.02,4063.81,1658.33,2313.99,12660.31,2,7660.74,5827.49,3649.4,3447.55,10687.43,2025-07-09,2443.2800000000007,83.82,93.33,1078.83,3775.9,3165.08,3775.9,3165.08,3775.9,3165.08,True,True,False,True
3137,Kathleen,Holmes,elizabeth74@example.com,History,On Leave,2.83,2025-01-29,History,7,54608.04,55288.88,680.84,12,10,2,0,2025-12-08,7945.58,Check,23575.82,12627.61,4471.1,8385.96,17304.04,1,10639.91,6110.03,1820.9,2103.46,12259.76,2025-04-23,37304.0,31.69,83.33,5460.8,13652.01,4326.01,13652.01,4326.01,13652.01,4326.01,True,True,True,True
3138,Kimberly,Aguilar,olsonmichael@example.com,Biology,Active,3.96,2023-06-12,Biology,5,43659.1,45909.71,2250.61,16,14,1,1,2025-02-03,2898.98,Financial Aid,16813.88,17222.11,2397.87,7987.77,20372.44,2,11137.36,7950.09,4427.1,3692.9,19134.4,2025-11-02,23286.66,46.66,87.5,3118.51,10914.77,5093.11,10914.77,5093.11,10914.77,5093.11,True,True,True,True
3139,Laura,Clark,jeffrey68@example.com,Computer Science,On Leave,3.3,2023-02-04,Computer Science,1,24310.36,25115.97,805.61,3,1,2,0,2025-06-09,8175.73,Credit Card,14063.02,5534.84,1461.43,4390.37,24629.33,2,10833.52,11137.01,5182.83,3143.56,17444.58,2025-06-13,-318.97000000000116,101.31,33.33,24310.36,6077.59,6157.33,6077.59,6157.33,6077.59,6157.33,True,True,True,True
3140,Michelle,Owen,stephanieswanson@example.net,Economics,Graduated,2.18,2022-06-13,Economics,9,30957.77,34869.11,3911.34,6,4,1,1,2025-06-27,9389.05,Check,17586.89,8989.78,4116.23,3226.91,4369.0,3,2280.01,2096.33,254.03,922.84,2500.24,2025-11-07,26588.77,14.11,66.67,7739.44,7739.44,1092.25,7739.44,1092.25,7739.44,1092.25,True,True,True,False
3141,Priscilla,Tucker,kennethrodriguez@example.org,Mathematics,On Leave,3.61,2024-06-28,Mathematics,2,30585.17,32914.64,2329.47,5,4,0,1,2025-02-27,1299.59,Bank Transfer,12073.34,9395.37,2889.02,5132.94,14442.83,0,8883.92,5252.05,369.48,1658.08,8099.26,2025-11-30,16142.339999999998,47.22,80.0,7646.29,7646.29,3610.71,7646.29,3610.71,7646.29,3610.71,True,True,False,True
3142,David,Williams,rodriguezstephanie@example.net,Engineering,Active,3.69,2023-11-24,Engineering,11,23116.81,27521.410000000003,4404.6,10,9,0,1,2025-02-20,5733.07,Check,7190.05,7435.65,2914.81,4066.05,9152.17,0,6353.23,4251.53,1168.71,980.62,5192.92,2025-12-21,13964.640000000001,39.59,90.0,2568.53,5779.2,2288.04,5779.2,2288.04,5779.2,2288.04,True,True,False,True
3143,Jeremy,Roberts,john14@example.net,Economics,Active,2.35,2023-11-11,Economics,9,53675.04,55228.99,1553.95,14,12,1,1,2025-12-29,2404.71,Financial Aid,18790.35,14568.92,4573.93,11976.25,14135.7,3,7871.14,5576.12,2975.93,2228.8,7911.25,2025-08-05,39539.34,26.34,85.71,4472.92,13418.76,3533.93,13418.76,3533.93,13418.76,3533.93,True,True,True,True
3144,Michael,Diaz,richard13@example.com,Business,Active,2.37,2022-07-30,Computer Science,1,34838.03,38490.4,3652.37,7,5,1,1,2025-10-09,8233.19,Credit Card,13898.22,7676.06,4296.96,5503.38,15015.53,1,9340.48,6494.59,74.3,3608.61,8860.33,2025-07-05,19822.5,43.1,71.43,6967.61,8709.51,3753.88,8709.51,3753.88,8709.51,3753.88,True,True,True,True
3145,Cynthia,Parker,pferguson@example.com,Economics,Active,3.97,2025-11-27,Economics,9,56165.32,61109.28,4943.96,8,6,2,0,2025-11-24,8414.25,Check,23261.05,22216.0,3146.69,12210.34,834.35,0,334.75,226.45,73.96,194.39,820.62,2025-10-16,55330.97,1.49,75.0,9360.89,14041.33,208.59,14041.33,208.59,14041.33,208.59,True,True,True,False
3146,Lee,Young,amandalevy@example.com,English,Active,3.5,2024-07-09,English,6,53565.04,55060.97,1495.93,1,1,0,0,2025-02-15,5497.0,Credit Card,24785.92,12490.76,7781.43,6606.17,6792.45,2,3390.6,1496.98,1008.12,1763.9,6011.07,2025-06-25,46772.590000000004,12.68,100.0,53565.04,13391.26,1698.11,13391.26,1698.11,13391.26,1698.11,True,True,False,True
3147,Emily,Perkins,todd94@example.com,Physics,Active,2.12,2025-05-18,Physics,3,7235.85,8577.2,1341.35,8,6,2,0,2025-09-20,8989.23,Bank Transfer,2260.02,2618.15,519.2,1584.23,21058.88,3,14088.48,4994.92,3128.89,4430.89,13743.19,2025-06-25,-13823.03,291.03,75.0,1205.98,1808.96,5264.72,1808.96,5264.72,1808.96,5264.72,True,True,True,True
3148,Desiree,Powell,kristinkent@example.com,Economics,Graduated,2.19,2024-01-18,Economics,9,43639.28,43776.76,137.48,3,1,1,1,2025-07-22,8048.45,Financial Aid,18261.99,12005.86,4852.42,6549.92,2410.29,1,1158.05,856.44,217.2,323.99,1562.23,2025-05-21,41228.99,5.52,33.33,43639.28,10909.82,602.57,10909.82,602.57,10909.82,602.57,True,True,True,False
3149,James,Jackson,judithrios@example.net,Computer Science,Active,2.65,2022-07-06,Computer Science,1,42392.38,45689.71,3297.33,8,5,2,1,2025-03-17,2302.47,Check,15082.2,9887.66,4129.51,4627.46,6122.99,3,4167.57,2460.14,1207.88,1408.57,3099.72,2025-12-26,36269.39,14.44,62.5,8478.48,10598.09,1530.75,10598.09,1530.75,10598.09,1530.75,True,True,True,True
3150,Andrew,Garcia,croman@example.net,Physics,Active,2.75,2022-01-18,Physics,3,11399.97,14486.22,3086.25,10,8,2,0,2025-04-13,6696.58,Check,6076.81,4413.96,863.9,1843.56,18862.03,1,12603.39,5461.25,4659.75,3346.0,13466.88,2025-12-17,-7462.0599999999995,165.46,80.0,1425.0,2849.99,4715.51,2849.99,4715.51,2849.99,4715.51,True,True,True,True
3151,Tiffany,Caldwell,zle@example.net,Physics,Active,3.0,2023-01-22,Physics,3,20304.52,20561.72,257.2,7,4,2,1,2025-10-28,4490.19,Credit Card,11255.93,6190.43,2753.84,2967.77,12094.27,3,5006.47,6022.42,452.46,1917.03,8107.38,2025-12-04,8210.25,59.56,57.14,5076.13,5076.13,3023.57,5076.13,3023.57,5076.13,3023.57,True,True,True,True
3152,Angela,Reeves,virginia83@example.com,Business,Active,3.74,2023-03-16,Computer Science,1,36604.43,36708.17,103.74,11,9,1,1,2026-01-01,4605.4,Bank Transfer,11329.67,8969.16,4981.11,6669.6,7065.65,3,4275.69,3513.69,610.03,1738.12,5575.55,2025-04-26,29538.78,19.3,81.82,4067.16,9151.11,1766.41,9151.11,1766.41,9151.11,1766.41,True,True,True,True
3153,Katie,Johnson,mjohnson@example.com,Economics,Active,3.15,2023-07-14,Economics,9,31932.34,35241.76,3309.42,11,9,2,0,2025-12-25,5794.23,Credit Card,9790.93,11945.33,2386.17,5654.5,15110.93,0,6748.84,3846.37,3321.96,4354.12,8455.27,2025-07-04,16821.41,47.32,81.82,3548.04,7983.09,3777.73,7983.09,3777.73,7983.09,3777.73,True,True,True,True
